CALUMNO,CICLO_ACTUAL,DMODALIDADINGRESO,DBECA_ESTADO,NACIMIENTO_CDEPARTAMENTO,FLAG_SITUACIONLAB,DCAT_PAGO,PDESCUENTO_MAT,MONTO_MAT,MONTO_CUOTA,NCUMOROSO_PERIODO,MONTO_CUMOROSO3,RECORDSEGMENTO,NCURSO_RETIRADO_ACUM,NCURSO_DESAPROBADO,NCURSO_MATRICULA_ACUM,NPROMEDIO_ACUM,NFALTAS,COLEGIO_ESCALA,COLEGIO_PENSION,EE_TIPO,MONTO_DEUDA_ALCIERRE,RIESGO_INASISTENCIA,PDESCUENTO_CUOTA,PREDICHO
1346545,2,Traslado - Egresado,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,0.0,, ,,Particular,1749.0,SIN RIESGO,0.0,0.007278322993632465
1341026,0,Rendimiento Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,A,415.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1341018,0,Rendimiento Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,A,360.0,Particular Laico,,SIN RIESGO,0.0,0.0
1337664,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,180.0,Estatal,,SIN RIESGO,0.0,0.0
1340782,0,Regular,,,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,180.0,No Escolarizado,,SIN RIESGO,0.0,0.0
1340879,0,Regular,,16.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,0,5,5,0.5,197.0,A,220.0,Particular Laico,4362.0,RIESGO POTENCIAL,0.0,0.0
1340808,0,Regular,,11.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,,Estatal,,SIN RIESGO,0.0,0.01822603085312866
1342786,0,Exonerado,,,NO,CATEGORIA A,100.0,295.0,1454.0,0,,,0,0,0,,,A,,Estatal,,SIN RIESGO,0.0,6.4221881121186755
1340907,0,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,140.0,Particular Laico,,SIN RIESGO,0.0,0.0
1338822,0,Tercio Superior,,13.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,0.0,,A,125.0,Estatal,,SIN RIESGO,0.0,0.0012779250499413387
1338299,0,Rendimiento Superior,,15.0,NO,CATEGORIA E,0.0,295.0,2594.0,0,,,0,0,5,0.0,101.0,E,1752.0,Particular Laico,2229.0,RIESGO POTENCIAL,0.0,0.01089306376670783
1337238,0,Tercio Superior,,,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,190.0,Particular,,SIN RIESGO,0.0,0.0
1338280,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,240.0,Particular Cooperativo,,SIN RIESGO,0.0,0.0
1343481,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,3,0.0,36.0,A,0.0,Estatal,,SIN RIESGO,0.0,0.06505457684672995
1340726,0,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1787.0,0,,,0,0,2,0.0,1.0,B,870.0,Particular,,SIN RIESGO,0.0,0.02239748900367451
1340711,0,Regular,,19.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,2908.0,,0,0,5,0.0,319.0,A,0.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1340760,0,Regular,,15.0,NO,CATEGORIA C,0.0,295.0,1904.0,0,,,0,0,0,0.0,,B,550.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1338479,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,,0,0,0,0.0,,A,140.0,Particular Laico,,SIN RIESGO,0.0,0.0
1339769,0,Pre USIL,,15.0,NO,CATEGORIA B,0.0,295.0,1787.0,0,,,0,0,0,,,B,650.0,Particular,,SIN RIESGO,0.0,0.0
1341472,0,Rendimiento Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1787.0,0,,,0,0,0,,,A,350.0,Particular,,SIN RIESGO,0.0,0.0
1338298,0,Rendimiento Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1785.0,0,,,0,0,5,0.0,33.0,A,360.0,Particular,,SIN RIESGO,0.0,0.034864429830262805
1340885,0,Regular,,,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,325.0,Pre Universitario,,SIN RIESGO,0.0,0.0
1343421,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,170.0,Parroquial,,SIN RIESGO,0.0,0.0
1340812,0,Regular,,,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,230.0,Particular,,SIN RIESGO,0.0,0.0
1341628,0,Rendimiento Superior,,,NO,CATEGORIA C,0.0,295.0,1869.0,0,,,0,0,0,,,A,565.0,Particular Laico,,SIN RIESGO,0.0,0.0
1340600,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,1,0.0,81.0,A,115.0,Particular Religioso,,SIN RIESGO,0.0,0.0275221305294288
1340809,0,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,1,2,6,10.1,53.0,A,200.0,Particular,,RIESGO ALTO,0.0,0.10352174546754278
1338320,0,Rendimiento Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1787.0,0,,,0,0,0,,,A,350.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1340974,0,Regular,,,NO,SIN CATEGORIA,0.0,295.0,,0,,,0,0,0,,,A,170.0,Pre Universitario,,SIN RIESGO,0.0,0.0
1343513,3,Traslado - Egresado,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,4,0.0,82.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.04457766421167994
1340893,0,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,B,479.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1340500,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,30.0,Particular Laico,,SIN RIESGO,0.0,0.0
1340951,0,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,1,1454.0,,0,0,8,0.0,345.0,A,65.0,Parroquial,1454.0,RIESGO POTENCIAL,0.0,0.0
1340950,0,Regular,,15.0,NO,CATEGORIA D,0.0,295.0,2229.0,0,,,0,0,0,,,A,290.0,No Escolarizado,,SIN RIESGO,0.0,0.0
1340758,0,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,10.0,Estatal,,SIN RIESGO,0.0,0.0019337686579280553
1341022,0,Tercio Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,1,0.0,60.0,B,400.0,Particular Religioso,,SIN RIESGO,0.0,0.006246069060496411
1340927,0,Regular,,,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,6,0.0,61.0,A,,Estatal,,RIESGO ALTO,0.0,0.07466647829770666
1339644,0,Tercio Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,B,440.0,Particular Laico,,SIN RIESGO,0.0,0.0
1340935,0,Regular,,,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,335.0,Particular,,SIN RIESGO,0.0,0.0
1340553,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,100.0,Particular,,SIN RIESGO,0.0,0.0
1341005,0,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,,0,0,6,0.0,15.0,A,,Particular Religioso,,SIN RIESGO,0.0,0.08280925013161032
1341004,0,Regular,,,NO,CATEGORIA A,0.0,295.0,1489.0,0,,,0,0,5,0.0,88.0,A,209.0,Pre Universitario,,SIN RIESGO,0.0,0.02770626553727647
1340775,0,Regular,,,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,150.0,Particular Laico,,SIN RIESGO,0.0,0.0
1340848,0,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,5,0.0,38.0,C,900.0,Particular Laico,,RIESGO ALTO,0.0,0.019987430498872322
1337044,0,Tercio Superior,,,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,B,450.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1337005,0,Rendimiento Superior,,15.0,NO,CATEGORIA C,0.0,295.0,2166.0,0,,,0,0,0,,,A,505.0,Particular Laico,,SIN RIESGO,0.0,0.0
1337057,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,235.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1336987,0,Rendimiento Superior,,,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,6,0.0,31.0,A,,Estatal,1454.0,SIN RIESGO,0.0,0.08495063458356328
1337020,0,Rendimiento Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1787.0,0,,,0,0,0,,,B,470.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1337117,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,160.0,Parroquial,,SIN RIESGO,0.0,0.0
1337113,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,235.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1337014,0,Rendimiento Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,B,450.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1336983,0,Rendimiento Superior,,,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,B,385.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1352084,0,Sistema de Progresión Universitaria,,15.0,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,A,360.0,Particular,,SIN RIESGO,0.0,0.0
1339672,0,Quinto Superior,,,NO,CATEGORIA C,0.0,295.0,1869.0,0,,,0,0,0,,,B,550.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1337109,0,Tercio Superior,,14.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,235.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1336876,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA SUPERIOR,1,0,6,14.0,61.0,A,330.0,Particular Laico,1017.36,RIESGO ALTO,0.0,0.0
1347030,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,420.0,Particular Laico,,SIN RIESGO,0.0,0.0
1337121,0,Tercio Superior,,,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,230.0,Particular Cooperativo,,SIN RIESGO,0.0,0.0
1336988,0,Rendimiento Superior,,15.0,NO,CATEGORIA C,0.0,295.0,1869.0,0,,,0,0,0,0.0,,B,650.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1337046,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,200.0,Particular Laico,,SIN RIESGO,0.0,0.0
1337002,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,330.0,Pre Universitario,,SIN RIESGO,0.0,0.0
1336982,0,Rendimiento Superior,,19.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,330.0,Particular Laico,,SIN RIESGO,0.0,0.0
1337081,0,Tercio Superior,,,NO,CATEGORIA C,0.0,295.0,1869.0,0,,,0,0,0,,,A,485.0,Particular Laico,,SIN RIESGO,0.0,0.0
1337105,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,235.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1337055,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,330.0,Particular Laico,,SIN RIESGO,0.0,0.0
1337102,0,Tercio Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,B,450.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1337389,0,Rendimiento Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,B,610.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1337131,0,Tercio Superior,,15.0,NO,CATEGORIA C,0.0,295.0,1869.0,0,,,0,0,0,,,C,690.0,Particular Cooperativo,,SIN RIESGO,0.0,0.0
1337059,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,235.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1337101,0,Tercio Superior,,,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,A,360.0,Particular Laico,,SIN RIESGO,0.0,0.0
1336979,0,Rendimiento Superior,,15.0,NO,CATEGORIA C,0.0,295.0,1869.0,0,,,0,0,0,,,B,650.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1337079,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,235.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1337099,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,235.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1337095,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,100.0,Pre Universitario,,SIN RIESGO,0.0,0.0
1336993,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,220.0,Pre Universitario,,SIN RIESGO,0.0,0.0
1336990,0,Rendimiento Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,A,385.0,Pre Universitario,,SIN RIESGO,0.0,0.0
1337012,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,,0,0,0,0.0,,A,25.0,Particular Laico,,SIN RIESGO,0.0,0.0
1336986,0,Rendimiento Superior,,,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,B,610.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1337052,0,Tercio Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,A,360.0,Particular Laico,,SIN RIESGO,0.0,0.0
1337019,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,,,0,0,0,,,A,270.0,Pre Universitario,,SIN RIESGO,0.0,0.0
1337006,0,Rendimiento Superior,,19.0,NO,CATEGORIA B,0.0,295.0,1619.0,0,,,0,0,0,,,A,450.0,Particular,,SIN RIESGO,0.0,0.0
1337077,0,Tercio Superior,,15.0,NO,CATEGORIA C,0.0,295.0,1869.0,0,,,0,0,0,,,A,540.0,Particular,,SIN RIESGO,0.0,0.0
931782,9,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1454.0,0,,MEDIA INFERIOR,8,0,78,11.0,840.0,A,60.0,Parroquial,,SIN RIESGO,0.0,0.03129261712395235
918604,10,Sistema de Progresión Universitaria,,15.0,SI,CATEGORIA B,0.0,295.0,1654.0,0,2878.2,MEDIA INFERIOR,3,1,89,12.72,908.0,B,750.0,Particular Religioso,6616.0,RIESGO POTENCIAL,0.0,0.0
946543,10,Regular,,15.0,SI,CATEGORIA C,0.0,295.0,1869.0,0,,TERCIO SUPERIOR,0,0,69,14.57,592.0,B,770.0,Particular Religioso,,RIESGO ALTO,0.0,0.0
938606,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1454.0,0,1568.0,MEDIA INFERIOR,2,0,11,11.5,201.0,A,360.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1361483,0,Rendimiento Superior,,,NO,CATEGORIA A,0.0,295.0,1489.0,0,,,0,0,0,0.0,,A,325.0,Particular,,SIN RIESGO,0.0,0.0
1362362,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,1568.0,MEDIA INFERIOR,1,3,6,7.4,117.0,A,180.0,Estatal,,RIESGO POTENCIAL,0.0,0.039681569092928845
1362349,3,Traslado - Egresado,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,MEDIA INFERIOR,0,0,5,12.6,24.0,A,,Particular,,SIN RIESGO,0.0,0.146442232582652
1360981,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,1568.0,MEDIA INFERIOR,1,0,5,13.0,17.0,A,360.0,Particular Religioso,,SIN RIESGO,0.0,0.123536927547683
1362011,0,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1654.0,0,,MEDIA INFERIOR,4,1,6,0.0,68.0,B,720.0,Particular Laico,,RIESGO ALTO,0.0,0.007499264050708192
1361850,2,Traslado - Egresado,,15.0,NO,CATEGORIA B,0.0,295.0,1654.0,0,,TERCIO SUPERIOR,1,0,5,14.25,24.0, ,0.0,Otros,,SIN RIESGO,0.0,0.0
1361649,0,Regular,,20.0,NO,CATEGORIA C,0.0,295.0,1904.0,0,,,0,0,0,0.0,,A,420.0,Particular Laico,,SIN RIESGO,0.0,0.0
1362536,4,Traslado - Egresado,,,SI,CATEGORIA A,0.0,295.0,1489.0,0,,QUINTO SUPERIOR,1,0,5,15.67,41.0, ,,Particular,,RIESGO ALTO,0.0,0.11825766077320228
1362974,0,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,,0,0,0,0.0,29.0,A,35.0,Parroquial,,SIN RIESGO,0.0,0.0
1360979,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,QUINTO SUPERIOR,0,0,6,15.0,55.0,A,150.0,Particular Religioso,,RIESGO ALTO,0.0,0.23329380438021785
1362461,5,Traslado - Egresado,,15.0,SI,CATEGORIA C,0.0,295.0,1904.0,0,,MEDIA INFERIOR,1,3,5,8.5,65.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1362460,0,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1822.0,0,,,0,0,0,0.0,,A,220.0,Particular Laico,,SIN RIESGO,0.0,0.0
1362697,1,Traslado - Egresado,,15.0,NO,CATEGORIA C,0.0,295.0,2201.0,0,,MEDIA INFERIOR,0,3,4,11.0,24.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1361727,6,Traslado - Egresado,,15.0,SI,CATEGORIA D,0.0,295.0,2673.0,0,,QUINTO SUPERIOR,0,0,5,15.58,15.0,A,,Particular,,SIN RIESGO,0.0,0.0
1361606,0,Rendimiento Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1654.0,0,1733.0,TERCIO SUPERIOR,0,0,5,14.5,16.0,B,650.0,Particular,,SIN RIESGO,0.0,0.0
1362410,4,Traslado - Egresado,,,NO,CATEGORIA A,0.0,295.0,1489.0,0,,MEDIA INFERIOR,2,0,5,12.67,5.0, ,,Particular,,SIN RIESGO,0.0,0.12532733740941812
1362924,0,Center For American Educ,,15.0,NO,CATEGORIA P,0.0,100.0,1200.0,0,4035.6,MEDIA SUPERIOR,1,1,6,15.9,16.0,B,850.0,Particular Laico,,SIN RIESGO,0.0,0.09842633281558337
1362358,0,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,,0,0,0,0.0,,A,230.0,Pre Universitario,,SIN RIESGO,0.0,0.0
1362346,0,Rendimiento Superior,,13.0,NO,CATEGORIA B,0.0,295.0,1654.0,0,5199.0,MEDIA INFERIOR,0,2,6,12.46,65.0,A,565.0,Particular Laico,,RIESGO ALTO,0.0,0.016447797929355166
1361461,7,Traslado - Egresado,,,SI,CATEGORIA D,0.0,295.0,2673.0,0,,MEDIA INFERIOR,0,2,5,12.4,56.0,A,,Particular,,RIESGO ALTO,0.0,0.07928508643001042
1362488,2,Traslado - Egresado,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,1,1489.0,MEDIA INFERIOR,1,3,4,4.33,89.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.004269753375135348
1361111,2,Traslado - Egresado,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,3766.82,QUINTO SUPERIOR,0,0,5,14.8,38.0, ,,Particular Religioso,2978.0,RIESGO ALTO,0.0,0.02901355997675408
1362466,0,Rendimiento Superior,,15.0,NO,SIN CATEGORIA,0.0,295.0,,0,,,0,0,0,0.0,,A,240.0,Particular,,SIN RIESGO,0.0,0.0
1361353,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,1568.0,QUINTO SUPERIOR,0,0,5,14.5,50.0,A,229.0,Particular,,RIESGO ALTO,0.0,0.07221082742285176
1361108,3,Traslado - Egresado,,15.0,NO,CATEGORIA B,0.0,295.0,1654.0,0,,MEDIA INFERIOR,4,1,5,0.0,210.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.011422178436533289
1361586,4,Traslado - Egresado,,15.0,SI,CATEGORIA A,0.0,295.0,1489.0,0,,TERCIO SUPERIOR,0,0,6,14.14,73.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.0
1361679,1,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1654.0,0,,,0,0,0,0.0,,B,1020.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1361628,0,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,1568.0,MEDIA INFERIOR,0,0,5,13.5,39.0,A,349.0,Otros,,RIESGO ALTO,0.0,0.16308181987556905
1360830,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,,0,0,0,0.0,,A,,Estatal,,SIN RIESGO,0.0,0.0195588234786005
1362400,2,Traslado - Egresado,,15.0,SI,CATEGORIA A,0.0,295.0,1489.0,0,1254.4,MEDIA SUPERIOR,0,0,5,13.8,25.0,A,,Particular,,SIN RIESGO,0.0,0.20842241074856777
1361539,1,Pre USIL,,5.0,NO,CATEGORIA B,0.0,295.0,1654.0,0,1605.0,MEDIA SUPERIOR,1,0,6,14.29,27.0, ,,Particular Laico,,SIN RIESGO,0.0,0.020013271477555106
1362031,0,Rendimiento Superior,,3.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,QUINTO SUPERIOR,0,1,5,15.0,6.0,A,,Estatal,1489.0,SIN RIESGO,0.0,0.3091571026438005
1361452,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,MEDIA SUPERIOR,0,0,5,13.5,28.0,A,200.0,Particular,,SIN RIESGO,0.0,0.13501901007517522
1361785,5,Traslado - Egresado,,4.0,SI,CATEGORIA A,0.0,295.0,1489.0,0,965.0,QUINTO SUPERIOR,0,0,5,15.6,42.0,A,,Particular,,RIESGO ALTO,0.0,0.14340715741176774
1361729,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,QUINTO SUPERIOR,0,0,5,15.0,48.0,A,110.0,Particular,,RIESGO ALTO,0.0,0.16793335206869456
1361687,0,Regular,,15.0,NO,CATEGORIA D,0.0,295.0,2264.0,0,,,0,0,0,0.0,,A,200.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1362043,0,Regular,,15.0,NO,CATEGORIA C,0.0,295.0,1904.0,0,,,0,0,0,0.0,40.0,D,1620.0,Particular Religioso,,SIN RIESGO,0.0,0.01621996173296609
1362325,5,Traslado - Egresado,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,QUINTO SUPERIOR,0,0,5,14.6,13.0,A,,Estatal,,SIN RIESGO,0.0,0.11157071111585552
1361625,1,Traslado - Egresado,,15.0,SI,CATEGORIA A,0.0,295.0,1489.0,0,1332.8,QUINTO SUPERIOR,0,0,6,17.0,69.0,A,,Estatal,,RIESGO ALTO,0.0,0.16844321366146173
1362018,5,Traslado - Egresado,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,1568.0,MEDIA SUPERIOR,1,0,5,12.86,68.0, ,,Particular,,RIESGO POTENCIAL,0.0,0.0
1360744,0,Rendimiento Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1654.0,0,,QUINTO SUPERIOR,0,0,5,15.0,50.0,B,1020.0,Particular Religioso,,RIESGO ALTO,0.0,0.022207294727189218
1362496,3,Traslado - Egresado,,,SI,CATEGORIA C,0.0,295.0,1904.0,0,,QUINTO SUPERIOR,2,0,5,17.33,64.0,A,,Particular,,RIESGO ALTO,0.0,0.1081158104948359
1361604,0,Regular,,,NO,CATEGORIA D,0.0,295.0,2264.0,0,,MEDIA INFERIOR,2,4,6,9.0,78.0,B,950.0,Particular Laico,4528.0,RIESGO POTENCIAL,0.0,0.0
1360790,0,Rendimiento Superior,,,NO,CATEGORIA A,0.0,295.0,1489.0,0,1533.0,MEDIA INFERIOR,0,1,5,13.0,25.0,A,165.0,Particular,,SIN RIESGO,0.0,0.10214481822781114
1361996,0,Regular,,,NO,CATEGORIA B,0.0,295.0,1654.0,0,,,0,0,0,0.0,,B,1020.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1362064,3,Traslado - Egresado,,15.0,SI,CATEGORIA A,0.0,295.0,1489.0,0,1568.0,MEDIA INFERIOR,0,3,5,10.4,40.0,A,,Particular,,RIESGO ALTO,0.0,0.07079719746525326
1360685,3,Traslado - Egresado,,15.0,NO,CATEGORIA B,0.0,295.0,1822.0,0,3802.0,QUINTO SUPERIOR,0,0,5,15.2,33.0,A,,Particular,1822.0,RIESGO ALTO,0.0,0.0
1361809,0,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1822.0,0,1492.8,,0,0,5,0.0,124.0,A,160.0,Parroquial,1822.0,RIESGO POTENCIAL,0.0,0.009965439532461016
1361152,1,Pre USIL,,20.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,QUINTO SUPERIOR,0,0,5,16.25,14.0,A,,Estatal,,SIN RIESGO,0.0,0.23158222186761357
1362104,0,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,1568.0,MEDIA INFERIOR,0,2,5,11.0,75.0,A,250.0,Particular,,RIESGO ALTO,0.0,0.019627681600342933
1361486,0,Rendimiento Superior,,,NO,CATEGORIA B,0.0,295.0,1654.0,0,,TERCIO SUPERIOR,1,0,5,14.0,33.0,B,440.0,Particular Laico,,SIN RIESGO,0.0,0.0
1361874,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,MEDIA INFERIOR,3,1,5,10.0,45.0,A,100.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1362284,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,MEDIA INFERIOR,1,4,5,0.0,101.0,A,100.0,Particular Laico,,RIESGO POTENCIAL,0.0,0.02475514520687942
1361888,0,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,,MEDIA INFERIOR,0,5,6,7.0,54.0,A,,Estatal,,RIESGO ALTO,0.0,0.24368572855726228
1362424,3,Traslado - Egresado,,15.0,NO,CATEGORIA A,0.0,295.0,1489.0,0,1568.0,MEDIA INFERIOR,0,1,5,12.4,59.0, ,,Particular,1489.0,RIESGO ALTO,0.0,0.0
